,title,company,location,salary,summary
97,Design Technologist,,"New York, NY",,"As a member of RISIRISA’s design team, you will be joining an interdisciplinary group of scientists, mathematicians, designers, and engineers that work with…"
98,Sr. Design Technologist (Interaction/AppFlow),,"New York, NY+4 locations",,"5+ years of experience as a front-end technologist, engineer, or UX prototyper.Bachelor's degree in design, human-computer interaction (HCI), design, or…"
99,Creative Product Technologist,,"New York, NY",,"The ideal candidate will be comfortable in a hybrid position, spending their time developing new rich media advertising formats and dynamic creative solutions…"
100,Creative Technologist - Digital Experience Design - Senior,,"New York, NY 10020 (Midtown area)",,"Exceptional critical thinking and creative problem-solving skills.Collaborate with clients, design teams and other technologists on projects across multiple…"
101,Capgemini Invent- Design Technologist II,,"New York, NY",,"As a Design Technologist, you’ll use the latest tools and techniques to take projects from idea to reality.Worked on 1+ production applications using a major…"
102,Senior Design Technologist,,"New York, NY+1 location",,"As a Senior Design Technologist, you'll use the latest tools and techniques to take projects from idea to reality."
103,Senior Design Technologist (Front End Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Front End Development, you'll use the latest tools and techniques to take projects from idea to reality."
104,Senior Design Technologist (Full Stack Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Full Stack Development, you'll use the latest tools and techniques to take projects from idea to reality."
105,"Design Technologist/Senior Design Technologist, Design Syste...",,"Remote in New York, NY 10007",,You will help level up the way designers and engineers work together and help evolve our Design System into a core part of our software toolkit.
106,"Design Technologist (STEM, Maker Education)",,"New York, NY 10018 (Garment District area)",,"Imagine - you can design a dream STEM project that a group of 5-7yo children can work on for a week.In collaboration with our curriculum team, you will utilize…"
107,"CIB - Sr. UI Developer / Creative Technologist, Associate",,"New York, NY",,"The Creative Technologist develops and refines tools essential to product development, design systems, communication and application development."
108,Senior Creative Technologist,,"New York, NY",,"Builds strong relationships with creatives for collaboration on creative ideas.Plays a key role in evolving the agency creative vision, creating prototypes to…"
109,Creative Technologist,,"New York, NY 10019 (Midtown area)",,"We create, package and sell products with cutting-edge technology and proprietary platforms.Prototype and develop bespoke interactive stories—collaborating…"
110,"Creative Technologist, Creative Shop Labs",,"New York, NY",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
111,Web Design Technologist,,"New York, NY",,Location: Flexible (ET operating hours)*.Storytelling and visual design are your hallmark strengths and you are an expert user of design software (ideally…
112,Design Technologist,,"New York, NY",,"As a member of RISIRISA’s design team, you will be joining an interdisciplinary group of scientists, mathematicians, designers, and engineers that work with…"
113,Sr. Design Technologist (Interaction/AppFlow),,"New York, NY+4 locations",,"5+ years of experience as a front-end technologist, engineer, or UX prototyper.Bachelor's degree in design, human-computer interaction (HCI), design, or…"
114,Creative Product Technologist,,"New York, NY",,"The ideal candidate will be comfortable in a hybrid position, spending their time developing new rich media advertising formats and dynamic creative solutions…"
115,Creative Technologist - Digital Experience Design - Senior,,"New York, NY 10020 (Midtown area)",,"Exceptional critical thinking and creative problem-solving skills.Collaborate with clients, design teams and other technologists on projects across multiple…"
116,Capgemini Invent- Design Technologist II,,"New York, NY",,"As a Design Technologist, you’ll use the latest tools and techniques to take projects from idea to reality.Worked on 1+ production applications using a major…"
117,Senior Design Technologist,,"New York, NY+1 location",,"As a Senior Design Technologist, you'll use the latest tools and techniques to take projects from idea to reality."
118,Senior Design Technologist (Front End Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Front End Development, you'll use the latest tools and techniques to take projects from idea to reality."
119,Senior Design Technologist (Full Stack Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Full Stack Development, you'll use the latest tools and techniques to take projects from idea to reality."
120,"Design Technologist/Senior Design Technologist, Design Syste...",,"Remote in New York, NY 10007",,You will help level up the way designers and engineers work together and help evolve our Design System into a core part of our software toolkit.
121,"Design Technologist (STEM, Maker Education)",,"New York, NY 10018 (Garment District area)",,"Imagine - you can design a dream STEM project that a group of 5-7yo children can work on for a week.In collaboration with our curriculum team, you will utilize…"
122,"CIB - Sr. UI Developer / Creative Technologist, Associate",,"New York, NY",,"You'll follow a creative, design-led approach to find insights and solutions that others can't.As a Creative Technologist, you'll have the chance to design and…"
123,Senior Creative Technologist,,"New York, NY",,"Builds strong relationships with creatives for collaboration on creative ideas.Plays a key role in evolving the agency creative vision, creating prototypes to…"
124,Creative Technologist,,"New York, NY 10019 (Midtown area)",,"At Hearst Magazines, you will join a diverse community of creatives building new experiences in digital media.But we’re more than just our magazines."
125,"Creative Technologist, Creative Shop Labs",,"New York, NY",,"Continually seek new opportunities to unlock creative possibilities through your expertise.5+ years of experience in creative technology, or similar role."
126,Web Design Technologist,,"New York, NY",,Avenues is seeking a website design technologist to continuously improve the design and user experience of our website.Our mission energizes and inspires you.
127,Design Technologist,,"New York, NY",,"RISIRISA is seeking a Design Technologist to join its Design team in New York.As a member of RISIRISA’s design team, you will be joining an interdisciplinary…"
128,Sr. Design Technologist (Interaction/AppFlow),,"New York, NY+4 locations",,"5+ years of experience as a front-end technologist, engineer, or UX prototyper.Bachelor's degree in design, human-computer interaction (HCI), design, or…"
129,Creative Product Technologist,,"New York, NY",,"We deliver our creative services across a wide variety of ad tech platforms:The ideal candidate will be comfortable in a hybrid position, spending their time…"
130,Creative Technologist - Digital Experience Design - Senior,,"New York, NY 10020 (Midtown area)",,"Exceptional critical thinking and creative problem-solving skills.Collaborate with clients, design teams and other technologists on projects across multiple…"
131,Capgemini Invent- Design Technologist II,,"New York, NY",,"Capgemini Invent- Design Technologist II-058219.What will you be doing?As a Design Technologist, you’ll use the latest tools and techniques to take projects…"
132,Senior Design Technologist,,"New York, NY+1 location",,"As a leading global creative consultancy that is part of Capgemini Invent, frog challenges the status quo to craft and build transformative human experiences…"
133,Senior Design Technologist (Front End Developer),,"New York, NY",,"As a leading global creative consultancy that is part of Capgemini Invent, frog challenges the status quo to craft and build transformative human experiences…"
134,Senior Design Technologist (Full Stack Developer),,"New York, NY",,"As a leading global creative consultancy that is part of Capgemini Invent, frog challenges the status quo to craft and build transformative human experiences…"
135,"Design Technologist/Senior Design Technologist, Design Syste...",,"Remote in New York, NY 10007",,"Researchers, data scientists, designers, clinicians, technologists and many more all work together to improve cancer care and accelerate research."
136,"Design Technologist (STEM, Maker Education)",,"New York, NY 10018 (Garment District area)",,"Creative project-based STEM curriculum development.We nurture purposeful problem solvers by helping children develop resilience, inquisitiveness, and empathy."
