,title,company,location,salary,summary
61,"UX Researcher 1, Azure Cloud Design Studio",Microsoft,"Redmond, WA 98052 (Overlake area)+2 locations",,"You have strong research skills and have toolkit of research practices and methods.You are detail-oriented and thorough, but flexible enough to work within…"
62,Senior UX Designer,Philips,"Hybrid remote in Bothell, WA",,"Coach designers to help them develop their design and professional skills.Together, we will create lasting change by improving health outcomes, people’s access…"
63,Principal UX Designer,Oracle,"Seattle, WA+3 locations",,"Responsible for creating, evaluating and modifying prototypes to support evolving hardware and software application development."
64,Senior Design Researcher,Visa,"Bellevue, WA+1 location",,"In this role, you'll work closely with UX designers, developers and product managers to create research strategies driven by business goals and priorities."
65,newDesign Developer,Microsoft,"Redmond, WA 98052 (Overlake area)+1 location",,Share learnings to keep teams up to date on relevant technological advancements and collaborate with other designers to share education for team improvements;…
66,Product Designer,Allscripts,"Seattle, WA",,"Work with other designers, product managers, and technologists to analyze business requirements and design solutions that respond to user needs."
67,"Senior UX Designer, Retail Platform - Remote",Nordstrom Inc,"Remote in Seattle, WA",,"As Senior UX designer, you’ll be responsible for turning employee problems into intuitive, beautiful, data-driven solutions.You own this if you have..."
68,Senior Product Designer,PlushCare,"Seattle, WA",,"Experience leading or mentoring junior designers.You'll use your full range of skills from product design and research, interaction, and visual design to build…"
69,"Senior User Experience Designer, Dataplex, Google Cloud",Google,"Hybrid remote in Seattle, WA",,"Bachelor's degree in Design, User Experience, Human-Computer Interaction, a related field, or equivalent practical experience."
70,newDigital Product Designer (In-Store Educator/Employee Experie...,Lululemon,"Seattle, WA",,The Product Design team helps create seamless and joyful end-to-end user-centered experiences for lululemon's North American in-store educators (employees).
71,"Lead UX Designer, Data Management - Tableau",Salesforce,"Seattle, WA+5 locations",,"As a designer at Tableau, you’ll create product experiences that empower people to see and understand data.Our work helps individuals and organizations unlock…"
72,Senior/Lead UX Designer,Tableau,"Seattle, WA",,"As a designer at Tableau, you’ll create product experiences that empower people to see and understand data.Our work helps individuals and organizations unlock…"
73,UI/UX Designer,Audax Labs,"Seattle, WA",,"A Graduate with a minimum of 5 years of work experience in UI/UX domain, who has technical certification from reputed institute.Be experienced in UX and UI."
74,Staff / Senior UX Designer,Salesforce,"Seattle, WA",,Behind each product is a team of talented UX designers and engineers dedicated to creating integrated experiences that support strong relationships for users…
75,Marketing Graphic Designer,MoPOP,"Seattle, WA 98109 (Uptown area)",,The ideal candidate is a versatile designer with a talent for creating customer experiences and visual interactions that engage audiences with compelling…
76,"Executive Producer, Alexa, B2B & Developer Programs",Amazon.com Services LLC,"Seattle, WA",,"Background working in a collaborative multi-disciplinary team and working directly with designers, writers, and marketing managers."
77,UX/UI Designer,Placements.io,"Seattle, WA 98104 (Pioneer Square area)",,"Product | Seattle, WA or New York, NY USA.Placements.io is changing the way digital media publishers manage their advertising businesses."
78,Senior Product Designer,Duolingo,"Seattle, WA+1 location",,"Work collaboratively with other designers to develop and expand product design patterns.Work on the user experience across multiple Duolingo products, on…"
79,User Experience Designer,Siemens,"Bellevue, WA+1 location",,Own our research tools and channels and provide training to other UX designers and teams on best practices.The UX Designer in the Customer Experience team at…
80,Technical Design Director,Microsoft,"Redmond, WA 98052 (Overlake area)",,"Direct the development of a robust, long-term roadmap for our design tools and workflows to ensure they meet the needs of our content teams and the experiences…"
81,UX Research Participant Recruiter - Opportunity for Working...,VMware,"Remote in Seattle, WA",,Interacting with researchers and designers to understand the participant needs for their research studies.Understanding how we already connect with users for…
82,UI/UX Designer,SanMar,"Issaquah, WA 98027",,"Work as a UX designer within the AGILE SCRUM Framework.You will work collaboratively with other designers along with web developers, software engineers, domain…"
83,"newPrincipal Design Strategist, Events, Amazon Design",Amazon.com Services LLC,"Seattle, WA",,"6+ years experience building, executing and scaling cross-functional programs from concept to completion.3+ years experience producing successful events for…"
84,Senior Technical Designer,Microsoft,"Redmond, WA 98052 (Overlake area)",,"Work with designers, producers, and developers to define and meet key milestones as well as create task lists and work estimates."
85,Sr UX Designer,WE Communications,"Bellevue, WA 98004 (Downtown area)",,"This role will work with designers, engineers and product managers to develop user friendly and intuitive user experience architecture."
86,Senior UX Designer (Chatbot Experience),American Express Global Business Travel,"Seattle, WA",,"Egencia’s global design team is seeking a User Experience Designer who has a passion for travel innovation, can transform complexity into clarity, and leads by…"
87,Principal Design Manager,Microsoft,"Redmond, WA 98052 (Overlake area)+3 locations",,"Guide designer efforts in collaboration with stakeholders to find designs optimally balancing company, stakeholder, and user needs."
88,"UX Researcher, Reality Labs University Grad",Meta,"Seattle, WA 98109 (South Lake Union area)+4 locations",,"We are a team of Engineers, Designers and Researchers creating human-computer interaction products.As a UX Researcher on the Reality Labs team, you will plan,…"
89,Senior UX Designer,Philips,"Hybrid remote in Bothell, WA",,"Coach designers to help them develop their design and professional skills.Together, we will create lasting change by improving health outcomes, people’s access…"
90,Senior Product Designer,Augment,"Seattle, WA",,Collaborate with some of the biggest names in the design industry on our branding and website design.Partner with engineers and product teams to work together…
91,newPrincipal Designer,Microsoft,"Redmond, WA 98052 (Overlake area)",,"8+ years' experience as a designer and/or creative director.Experience and proven track record of working with a multi-disciplinary team of UI/UX designers,…"
92,Instructional Designer (Contract),RUN Studios,"Seattle, WA 98101 (Downtown area)",,"With deep roots in video production and motion design, RUN Studios creates media across all channels, and serves as a strategic resourcing partner to build…"
93,User Experience Designer II,Expedia.com,"Seattle, WA 98119 (Queen Anne area)+4 locations",,"Gain experience facilitating idea generation with other designers, content strategists, researchers as well as product and engineering partners."
94,INSTRUCTIONAL DESIGNER,University of Washington,"Seattle, WA 98195 (University District area)",,"Collaborate closely with the change manager, communications specialist, instructional designer and other members of the customer experience team to create a…"
95,Senior Product Designer (UX) - 100% West Coast Remote,Thermo Fisher Scientific,"Remote in Seattle, WA",,"You will work on customer facing cloud and on-premise software products for our market leading real-time PCR, capillary electrophoresis, open array, forensic…"
96,Visual Designer II,Microsoft,"Redmond, WA 98052 (Overlake area)",,"We are looking for a strong visual designer with great illustration skills and strong aesthetics.We are dedicated to helping families stay organized, connected…"
97,Principal Product Designer,Convoy,"Seattle, WA 98101 (Downtown area)+1 location",,"Mentoring early and mid-career designers.Collaborate with designers, developers, PMs and data scientists across the organization."
98,Sr. UX Designer - AWS Observability,"Amazon Dev Center U.S., Inc.","Seattle, WA",,"Throughout the strategy, design, and development lifecycle, you will work collaboratively with engineers, product managers and executives while acting as a…"
