,title,company,location,salary,summary
13,Research Analyst,,"Chicago, IL",,Research Analysts partner with researchers and other staff to design and execute user-focused evaluations and other measurement and learning efforts that help…
14,UX Researcher,,"Chicago, IL 60606 (Loop area)",,"In addition, you must have had proven successful experience in the integration of consumer research into a business’s product design practice."
15,UX Designer,,"Chicago, IL",,"Experience in service design methods and processes.Use design thinking to understand people's needs, looking holistically at customer interactions, and…"
16,"newSnr UX Researcher, Customer Experience",,"Chicago, IL 60654 (Loop area)",,"The researcher will be a part of a horizontal team consisting of product, design, content, and research whose charter is to eliminate those experiences that…"
17,Design Researcher @ Fjord,,"Chicago, IL",,Support and help lead design research activities at the project level.Define design research plans based on relevant research and business objectives.
18,Senior Quantitative Researcher,,"Chicago, IL",,"This includes partnership with trading through quantitative problem solving, trading strategy generation, back-testing, statistical analysis, and system design."
19,Experience Designer,,"Chicago, IL",,You are inspired by mobile design and follow the latest design trends.1+ year experience in digital design.Work closely with development teams to ensure that…
20,Survey Research/Data Collection Analyst,,"Chicago, IL",,"Collaborating with statisticians, programmers, and researchers to produce high quality work.Supporting senior staff in project leadership (such as data…"
21,Quantitative Researcher,,"Chicago, IL",,Conduct research and design experiments to improve existing strategies and deploy new strategies that monetize opportunities in a constantly evolving market…
22,Senior UX Researcher,,"Chicago, IL 60601 (Loop area)",,"Lead the design, author and execute test plans, as well as evaluating the results for evidence based research to develop recommendations."
23,Visiting Research Specialist - HDNS,,"Chicago, IL 60607 (University Village - Little Italy area)+3 locations",,Collaborate with Principle Investigator and researchers to develop objectives and design of research projects and proposals.
24,Software Engineer,,"Chicago, IL",,"Collaborate deeply with traders, risk analysts, researchers, and other engineers.Our trading strategies must respond to market events in microseconds or less,…"
25,"Senior Researcher, Education and Employment Division",,"Chicago, IL+3 locations",,"The senior researcher will join our growing interdisciplinary staff of researchers in education measurement and policy, child development, sociology, economics,…"
26,newCORPORATE COMMUNICATIONS MANAGER,,"Chicago, IL",,"Knowledge of and experience with in-design and other design platforms.Demonstrated competence in project management with strong communications, design,…"
27,Research Data Analyst Associate,,"Chicago, IL+1 location",,"Assists in the design, development and implementation of business solutions partnering with clients to identify analytical requirements."
28,newExperience Design Co-Op,,"Hybrid remote in Chicago, IL 60290",,Ability to drive the design review cycle and close on design requirements independently.Experience with design across multiple channels.
29,newSenior Designer-UI/Visual Design,,"Chicago, IL 60601 (The Loop area)",,Contribute to the creation of new design systems.Solid experience of visual and sensory systems design.Discern and consolidate visual design feedback from…
30,newCore Technician Senior,,"Chicago, IL",,Provides training to researchers in instrument and equipment operation.Assists in preparing cost quotes on experimental design requested by investigators.
31,newPostodoc Research Associate - Government Finance Research Ce...,,"Chicago, IL 60607 (University Village - Little Italy area)+1 location",,"This position contributes to the design, management, and delivery of research projects in collaboration with other researchers, including faculty and graduate…"
32,Vice President of Product,,"Remote in Chicago, IL",,"Rheaply has developed and launched the only exchange technology for researchers to share their ideas and surplus resources with colleagues to reduce time, costs…"
33,newDevelopment Engineer,,"Chicago, IL 60601 (Loop area)+1 location",,"Desire to design, build, test, and troubleshoot physical prototypes.Translate the output of concept and prototyping efforts into fully realized, detailed…"
34,"Vice President, Influencer Marketing",,"Chicago, IL",,"You will have a thorough understanding of how to design and execute successful measurable influencer campaigns, as well as a deep knowledge of how digital…"
35,Senior Health Researcher,,"Remote in Chicago, IL",,Inform clinical product strategy and design in order to continuously drive improvement.Solid understanding of epidemiology and study design to advise analytic…
36,Senior User Experience Researcher,,"Chicago, IL 60654 (River North area)",,"Deep knowledge of best practices for UX design principles, and expert understanding of user research methodologies (both qualitative and quantitative)."
37,Research Analyst,,"Chicago, IL",,Research Analysts partner with researchers and other staff to design and execute user-focused evaluations and other measurement and learning efforts that help…
38,Senior Postsecondary Education Researcher and Project Leader,,"Chicago, IL",,"The senior researcher will join our large and growing interdisciplinary staff of researchers in education measurement and policy, child development, sociology,…"
39,Junior Quantitative Developer,,"Chicago, IL",,"To do this successfully we design and implement our own low latency technologies, trading strategies and mathematical models.In this role you will:"
40,Data Analyst,,"Hybrid remote in Chicago, IL 60603+1 location",,"Our team includes prominent health policy experts, nationally recognized public health researchers with general and specialized expertise in areas such as rural…"
41,Quantitative User Experience Researcher II,,"Chicago, IL+2 locations",,"You will collaborate with business partners and design teams to outline research plans, execute research, consolidate findings, and present meaningful insights."
42,NXT – Systems Software Engineer,,"Chicago, IL",,"Collaborate with leading investment professionals and top researchers.Engineering solutions to design, build, and maintain efficient large-scale systems is a…"
43,Strategic Growth Lead - Central,,"Chicago, IL",,"A skilled and methodical researcher: you're attracted to complex problems, and you're not afraid to jump into new environments.This is a quota-carrying role."
44,Communication Designers,,"Chicago, IL 60654 (River North area)",,"Background in either graphic design, communication design or UX design.HCI, interaction design, visual communication design, design thinking or related design…"
